"Year";"PAGES2013method_NB_infilled_posr_DML-coast Recon";"2SE";"PAGES2013method_NB_infilled_posr_DML-coast Recon decadal";"2SE_decadal";"REs_fullcal";"REs_verif1";"REs_verfi2";"Mean_RE"
1909;-0.387983510562053;2.27334813055838;-0.270208807572998;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1910;0.0990557830796789;2.27334813055838;-0.258366895070708;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1911;0.173740646819363;2.27334813055838;-0.227507640955095;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1912;-0.126182074452984;2.27334813055838;-0.204317263006144;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1913;-0.723199734997862;2.27334813055838;-0.17857558808246;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1914;-0.499695104666972;2.27334813055838;-0.130676272683499;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1915;-0.1689729442337;2.27334813055838;-0.20214278827441;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1916;0.161361918305033;2.27334813055838;-0.266950065419203;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1917;0.00411488980025617;2.27334813055838;-0.253107490689033;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1918;-0.317995749915363;2.27334813055838;-0.178397384129153;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1919;0.0910096434275566;2.27334813055838;-0.139415110509095;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1920;-0.615609372829427;2.27334813055838;-0.140915922557885;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1921;-0.474332124628571;2.27334813055838;-0.165616940880601;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1922;0.0122436728487192;2.27334813055838;-0.182368314303128;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1923;0.0239013306009392;2.27334813055838;-0.157211092408236;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1924;-0.109872368466391;2.27334813055838;-0.154343491852461;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1925;-0.1839810647216;2.27334813055838;-0.0696230005692718;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1926;-0.0856482649221307;2.27334813055838;-0.0235739218085461;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1927;-0.163398844425011;2.27334813055838;-0.0727637507949819;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1928;-0.0664235309664449;2.27334813055838;-0.11352592319526;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1929;0.119685648985307;2.27334813055838;-0.149189472386835;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1930;0.231595540002465;2.27334813055838;-0.169823476913782;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1931;-0.0138413370213136;2.27334813055838;-0.228786910822142;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1932;-0.479654617015639;1.97883246208478;-0.285552404755562;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1933;-0.383720393401847;1.97883246208478;-0.259666243331759;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1934;-0.466507860382137;1.97883246208478;-0.309136876203621;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1935;-0.390321109991073;1.97883246208478;-0.347478844945874;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1936;-0.675282604005731;1.97883246208478;-0.4226561404013;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1937;-0.731053783759211;1.97883246208478;-0.47540984516431;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1938;0.192438083271592;1.97883246208478;-0.48025440980821;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1939;-0.375020679733316;1.97883246208478;-0.407243645782287;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1940;-0.151824147420066;1.97883246208478;-0.420035192646856;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1941;-0.765614291575569;1.97883246208478;-0.339334556944065;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1942;-1.00719166464574;1.97883246208478;-0.36514586427808;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1943;-0.432166039840852;1.97883246208478;-0.448985151903777;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1944;0.2635997798771;1.97883246208478;-0.442109023809157;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1945;-0.518236578636771;1.97883246208478;-0.466317391508392;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1946;0.131723753022186;1.97883246208478;-0.443457918472761;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1947;-0.989166857099363;1.97883246208478;-0.363818829010518;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1948;-0.645954792985377;1.97883246208478;-0.379880991635983;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1949;-0.30625939878712;1.97883246208478;-0.472988673731425;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1950;-0.39390782441241;1.97883246208478;-0.410930516474795;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1951;-0.537019561219268;1.97883246208478;-0.452127745659232;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1952;-0.21080077002331;1.97883246208478;-0.34131449918555;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1953;-0.592787666095499;1.97883246208478;-0.294266243243669;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1954;-0.667477041077317;1.97883246208478;-0.268605727880034;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1955;0.102344993929523;1.97883246208478;-0.254823300083199;0.46560765311418;-0.168900547299971;0.559232412486562;-0.272621965312647;0.143305223586958
1956;-0.280248538822185;2.04351747329612;-0.246844314855289;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1957;0.118965607637467;2.04351747329612;-0.255499553221703;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1958;-0.175472233566574;2.04351747329612;-0.249592234176994;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1959;-0.0496542451507658;2.04351747329612;-0.187621098589289;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1960;-0.25608354644406;2.04351747329612;-0.225833661951182;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1961;-0.457229708940174;2.04351747329612;-0.22017571505402;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1962;-0.29735315368745;2.04351747329612;-0.223544787073808;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1963;-0.533714475648406;2.04351747329612;-0.22972226367765;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1964;-0.0477656852002653;2.04351747329612;-0.216473514983591;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1965;-0.279780639689408;2.04351747329612;-0.130783309713299;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1966;-0.223669069850562;2.04351747329612;-0.071473334884011;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1967;0.0852748874395872;2.04351747329612;-0.0761326376741811;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1968;-0.237246999604998;2.04351747329612;-0.0538592962084185;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1969;0.0828332417898297;2.04351747329612;-0.0749870695287728;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1970;0.600818506258853;2.04351747329612;-0.031482000554063;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1971;0.135870039352711;2.04351747329612;0.0984616995828199;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1972;-0.343946181589152;2.04351747329612;0.177066742600337;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1973;-0.31098106099078;2.04351747329612;0.198966302552668;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1974;-0.259043418403809;2.04351747329612;0.155531950300367;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1975;0.15527005005769;2.04351747329612;0.120098024392015;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1976;1.07576793151827;2.04351747329612;0.18487387556628;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1977;0.871325317614762;2.04351747329612;0.170664456421916;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1978;-0.0182514000816928;2.04351747329612;0.14142914377265;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1979;-0.351510280733184;2.04351747329612;0.126787871322485;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1980;0.246479247175333;2.04351747329612;0.114552740897008;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1981;0.783628551095363;2.04351747329612;-0.0503383638067017;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1982;-0.486040373032788;2.04351747329612;-0.0884093182755848;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1983;-0.603334187483443;2.04351747329612;-0.0147257663960896;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1984;-0.405456142905461;2.04351747329612;-0.00198086969270808;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1985;0.0329187458029219;2.04351747329612;0.0106852853212848;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1986;-0.573143115518828;2.04351747329612;0.019299698140151;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1987;0.490615772925931;2.04351747329612;0.135098690519791;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1988;0.718584118713259;2.04351747329612;0.279036822021784;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1989;-0.224061313699368;2.04351747329612;0.336155302206442;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1990;0.373140797315262;2.04351747329612;0.405622133176238;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1991;0.869772679284025;2.04351747329612;0.654620931821905;0.641130968308704;-0.232121858489918;0.489182474386039;-0.34466225948941;0.0722601074483146
1992;0.671949550763614;2.15653183771244;0.579270689889226;0.690956161633254;-0.913978533887738;-0.106970898728412;-1.27767889639262;-0.692324897560514
1993;0.836047127536487;2.15653183771244;0.550419996747544;0.690956161633254;-0.913978533887738;-0.106970898728412;-1.27767889639262;-0.692324897560514
1994;0.165728658941114;2.15653183771244;0.576370645405671;0.690956161633254;-0.913978533887738;-0.106970898728412;-1.27767889639262;-0.692324897560514
1995;0.727587055500886;2.15653183771244;0.453277522459307;0.690956161633254;-0.913978533887738;-0.106970898728412;-1.27767889639262;-0.692324897560514
1996;1.91684487093784;2.15653183771244;0.377143362456173;0.690956161633254;-0.913978533887738;-0.106970898728412;-1.27767889639262;-0.692324897560514
1997;-0.262886646400863;2.27334813055838;0.390251361554029;0.444428172996476;-1.05502659964105;-0.0181628195532453;-1.53638049425835;-0.777271656905799
1998;0.430077187296438;2.73263310464914;0.433718091763854;0.520567032806358;-0.743493432945806;0.0534018032532034;-1.99517157231769;-0.970884884532243
1999;0.0354451728818976;2.73263310464914;0.540193610599639;0.520567032806358;-0.743493432945806;0.0534018032532034;-1.99517157231769;-0.970884884532243
2000;-0.857790432148375;2.73263310464914;0.432923019130576;0.520567032806358;-0.743493432945806;0.0534018032532034;-1.99517157231769;-0.970884884532243
2001;0.108431079252687;2.73263310464914;0.299214018810754;0.520567032806358;-0.743493432945806;0.0534018032532034;-1.99517157231769;-0.970884884532243
2002;0.803029541742174;2.73263310464914;NA;0.520567032806358;-0.743493432945806;0.0534018032532034;-1.99517157231769;-0.970884884532243
2003;1.27071442963474;2.73263310464914;NA;0.520567032806358;-0.743493432945806;0.0534018032532034;-1.99517157231769;-0.970884884532243
2004;1.23048384729896;2.73263310464914;NA;0.520567032806358;-0.743493432945806;0.0534018032532034;-1.99517157231769;-0.970884884532243
2005;-0.345118859189738;2.73263310464914;NA;0.520567032806358;-0.743493432945806;0.0534018032532034;-1.99517157231769;-0.970884884532243
2006;0.57975486773962;2.73263310464914;NA;0.520567032806358;-0.743493432945806;0.0534018032532034;-1.99517157231769;-0.970884884532243
